title,text,rating,parent_asin,sentiment,cluster
Good Solid charging cable.,"I needed a USB-C to a USB-C cable for a charging station and this works perfectly, right down to the 90 degree turn that allows the cable to come through the front port without a big kink in the cable. It has worked well and seems pretty rugged with the braided cable and L shaped jack. Does everything I was hoping for.",5,B08BJ8TBZ4,positive,4
Works great,"I used this in my car since my old cable finally frayed to the point it was unusable. It's long enough people in the backseat can easily charge using the front ports. Charging is quick and the cable seems to be very durable and able to withstand being in a car, plugged in and out frequently and being shoved into a glovebox or center console. Overall, I was impressed and pleased with my purchase. I would buy again.",5,B09MKBDFZK,positive,4
No volume control,"There's no volume control on these headphones. The sound through the headphones was deafening and hurt my ears, even with the volume on my TV muted. It's a shame, because they seem like they would be comfortable, and the cord is the perfect length to span the distance between my crosstrainer and the TV. I need headphones because I exercise early in the morning and don't want to wake the rest of the household.",1,B01EL0GY1S,negative,2
Two Stars,it died after several months - felt real sturdy but couldn't hold up to regular wear and tear.,2,B00NH13YHK,negative,3
False advertising. No gps tracker,This product suggests that it has a gps tracker. It does not. You do not automatically get your pet’s location when someone scans the tag. The person has to share their location with you from their phone which can be done with any similar product once they have your phone number. Misleading product information.,2,B0BMCVYSHW,negative,1
"I like this Blue- Black Ultra Metal drive's aesthetics, it is in short, gorgeous.","I had a big clunky WD My Book Essential 1Tb USB 3.0 external drive and it was getting old and failing. I received this Ultra Metal 2Tb model today. I actually took the old My Book apart by prying the case off with a large screwdriver and removed the bare HDD from inside. There is a WD Green drive in there and I actually mounted it in my computer, wiped and formatted it and now it gives me 1Tb of extra storage, not bad. So, the Ultra Metal external drive is so classy. The only complaint I have is the included USB 3.0 cable, it is very short, maybe 12 inches long, not good, however, I had the other 3.0 cable from the old drive, it's about 1 meter long, and it of course works fine with the new drive, I have it plugged into a 1 meter USB 3.0 extension cable so now have about 6 feet of wiggle room from the computer to the external drive. I like this Blue- Black Ultra Metal drive's aesthetics, it is, in short, gorgeous. That big boxy My Book I had before was so clunky, big and ran hot all the time. This device has no unnecessary power cable, just one USB port and nothing else. I opened the file for this drive and saw about 5Mb of preinstalled apps installers including a PDF Users Manual and quite a few other apps in about 20 different languages. WD has gone to a lot of effort to make this drive world class. Except for that little 12 inch USB 3.0 cable. Get yourself an extension cable and this drive is the Cadillac of external drives. The included software is icing on the cake for you to choose how sweet you will make your drive.",5,B01HO5P2NI,positive,4
Five Stars,Great fast card!! Does the job very well.,5,B073GX3H12,positive,3
LG AS110 3D glasses,"Since we only got 2 pair of glasses with our 2010 LG 60"" 3D TV we quickly learned it was hard to have company over to show off the 3D. with prices ranging then from $100 and up a pair we decided to wait a bit. The glasses work just like the more expensive pair we own and we noticed no difference in how they wear or battery life. having 4x pair of 3D is nice. if the price falls back into the $30 range we'll get 2x more pair. easy to charge, same issues w/ wear as other glasses (each person is unique). too bad there aren't many great 3D movies out yet.",4,B004GJ0EEI,positive,1
okay,It would have been a good thing for an adult but since I was purchasing for child I needed something stronger,3,B004HD5EXO,neutral,3
Hard to use after having old one so long.,"Love big screen, but so many instructions in broken English. Too hard for low tech husband to grasp on trips if going alone without me.",4,B0BN82YZQR,positive,1
Finally enough plugs,"I have two of the taller version, one on each side of my bed to make use of the one measly outlet. They’ve been wonderful but they are big. When I saw this I was happy. This is the shorter but still super useful version and it has a small footprint, can tuck back in a corner and makes an single outlet a powerhouse. Surge suppression which I consider a must when I’m overloading a power strip and I do recommend planning ahead for your plugs to make the best use of the strip. It does handle power blocks better than the long strips and I’ve got it nice and handy next to my computer.",5,B0B742H376,positive,4
Great little tablet,"First and foremost- What every prospective tablet user needs to consider: What am I planning on doing with my tablet? For most users, tablets are for entertainment and are considered a luxury item. They aren't good for working on school work, or anything that requires a lot of typing, so for most people, these devices are for consuming media (news, videos, social networks...). Why pick the Wifi only: When I was looking at Xooms at the local electronics establishment, I was confronted with the decision of getting the $599 Xoom Wifi or the $799 Xoom 3G/Wifi (upgradeable to 4G at a later date at no cost). For me, while 3G was tempting for convenience, it was still a pretty easy decision to buy the Wifi only device. With the 3G, you are tied into a service contract. If you go with Verizon's service (which is advertized with the device), you only pay $599 for the device, but you have to pay $20 a month for 24 months. On top of that, you can only use 1GB of data. For a device that is going to be used for the consumption of data (especially videos), I don't want to be limited to only 1GB. Another decision point was the fact that I knew my Xoom would be used mostly at home, where I have a Wifi network, or at local eatting establishments that provide free Wifi. The real nail in the coffin on this decision was that my 4G phone is capable of wireless teathering and my data plan is unlimited- taking that into consideration- there really is no need to pay for an additional data plan. The Device- an out of the box look: Out of the box, you find the approximately 1.5 lbs device, power cable, and a couple booklets. I would have been nice to have a sleeve for the Xoom, but Motorola doesn't provide any type of protection for the tablet. I made sure to pick up a [[ASIN:B004S748UY ZAGG invisibleSHIELD for Motorola Xoom (Screen) (MOTXOOMS)]] to make sure my screen stayed pristine. The device is a solid little tablet. The back id 4/5 aluminum and the top part of the back case is rubberized plastic. The hardware feels solid. Additionally, the layout of the device generally makes sense. The power button was a little confusing, but once I found it on the back, the idea really grew on me. It will be a little wierd when it comes to accessories, but I have no complaint about the device itself. Next to the power button, there is the HD camera lense with LED flash. Having an HD camera is nice, even if shooting pictures on a tablet isn't really practicle. The back of the device also includes stero speakers that are surprisingly loud for a device of this size. All of the connectors (power, usb, dock...) are all located on the bottom of the device, except the headphone jack. Not sure I am a fan of this oddity, but I have yet to use headphones, so it is not really an issue to date. Also, the volme buttons are located on the left side of the device and are sufficiently easy to reach and use. On the face of the device, there is a forward facing camera- this is great for video chatting. While GTalk works, Skype currently does not support video chat on this device (app issue, not hardware). There is also a light senseor- I hate the light sensor- I sometimes find that the brightness of the screen changes abruptly by a huge amount because I accidently put my thumb over the sensor. The best fix for this is to just turn off the auto adjustment. Orientation: Deviating from the norm, the Xoom is built to be oriented in landscape mode rather than portrait mode. With the 10 inch screen, landscape works great. I find that I am able to thumb type on the on-screen keyboard without straining much to reach the keys in the middle. The size is really what makes landscape work well with this tablet. In portrait, I (like many others) find that the device is a little bit hard to balance- feeling a little top heavy. It isn't so bad that the device is difficult to use- it just takes a little getting used to. Android: The android 3.0, Honeycomb load on this device is great. Many who don't use android or are iPad users will probably find that the device will take a little bit of learning to get used to. I am an android user (though my phone has an older version of android), and found that I was able to fully use and understand the device in 30 minutes of playing with it. The learning period may take up to a day, but once you fiure it out, you will notice that the controls really make sense and are easy to find when you need them. Overall, I love this little device. There are some minor little design dislikes, but nothing that impacts my 5 star rating of this device!",5,B0045FM6SU,positive,1
